,nct_id,smiless_first,block_desc,PCA1,PCA2
8660,NCT01144416,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the genitourinary system,5.463519278873624,-0.21983167166465592
8661,NCT01536691,CN1C=C(C(=O)[C@@H]2CCC3=C(C2)N=CN3)C2=C1C=CC=C2,Neoplasms,-0.4849610134551389,0.4227129525156466
8662,NCT00437684,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,Factors influencing health status and contact with health services,-0.29289247572648197,0.5251705483641438
8663,NCT00346034,NCC1(CC(O)=O)CCCCC1,Diseases of the musculoskeletal system and connective tissue,-0.8407132840034549,-0.8771576428968704
8664,NCT03047954,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the skin and subcutaneous tissue,5.463519278873624,-0.21983167166465592
8665,NCT01484210,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the respiratory system,5.463519278873624,-0.21983167166465592
8666,NCT00249899,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,"Endocrine, nutritional and metabolic diseases",-0.21939230437089272,-0.12754439881770716
8667,NCT00354744,ClCCN(CCCl)P1(=O)NCCCO1,others,-1.098500051706053,-1.981432611503475
8668,NCT01067521,CC(O)=O,Diseases of the musculoskeletal system and connective tissue,-1.2563887864565872,-1.077678398590088
8669,NCT00285012,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,External causes of morbidity and mortality,5.463519278873624,-0.21983167166465592
8670,NCT01365455,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the skin and subcutaneous tissue,5.463519278873624,-0.21983167166465592
8671,NCT00321412,[C],Diseases of the musculoskeletal system and connective tissue,-1.071488417905311,-1.5485879030408443
8672,NCT02242305,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",-0.5112258656913489,0.4434140108838007
8673,NCT01112267,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,Other,-0.5847738281051408,0.39786948521144816
8674,NCT00174720,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C,Diseases of the respiratory system,-0.8694392563600022,0.7065383047464284
8675,NCT00619840,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,Mental and behavioural disorders,-0.5834972364509068,0.4053547196315966
8676,NCT01155661,[H][C@]1(CNCCO1)[C@@](O)(CC1=C(OC)C=CC(F)=C1)C1CCOCC1,Mental and behavioural disorders,-0.6331232140906138,0.15074416248123043
8677,NCT00591773,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,Diseases of the circulatory system,-0.7071495140427705,0.5212850072643677
8678,NCT00393952,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Diseases of the respiratory system,-1.1535913926087473,1.1697701143353882
8679,NCT00426660,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Factors influencing health status and contact with health services,-0.5330308413298404,0.582024790182576
8680,NCT01012414,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,Diseases of the circulatory system,-0.7893167329184547,-0.1253144465086698
8681,NCT00195273,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,Diseases of the genitourinary system,-0.9314323212613904,0.029621613681521535
8682,NCT01156012,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,Diseases of the eye and adnexia,-0.5780072236245666,0.3478034158354511
8683,NCT00724126,[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O,Diseases of the digestive system,0.12198584512621227,0.6962633260504284
8684,NCT01857622,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,Diseases of the circulatory system,-0.7524205600754724,0.380004259753769
8685,NCT00604539,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.463519278873624,-0.21983167166465592
8686,NCT00415597,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Diseases of the genitourinary system,-0.5713975226695766,0.3900624424167131
8687,NCT00435409,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,others,-1.3037304121841218,0.027541305911763375
8688,NCT00571649,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,"Pregnancy, childbirth and the puerperium",-0.39459911444856255,-0.19639952439227784
8689,NCT01934231,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,Diseases of the respiratory system,-0.9837687108381614,-0.03460344685335859
8690,NCT01087723,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,Diseases of the circulatory system,0.3739361286119748,0.7718538842873249
8691,NCT00357994,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,Diseases of the nervous system,-1.0568850856194438,-0.5511321318908631
8692,NCT01442376,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.03564271959744029,0.06006536387110035
8693,NCT01633944,NCC1(CC(O)=O)CCCCC1,Other,-0.8407132840034549,-0.8771576428968704
8694,NCT00373256,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,others,-0.807819337662826,-0.05049118082735927
8695,NCT00484289,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Diseases of the musculoskeletal system and connective tissue,0.29769738441309923,1.5437151604170485
8696,NCT00613457,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,others,-0.011679016068686026,0.250229918255355
8697,NCT00591578,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,Diseases of the circulatory system,-1.2787026601919624,-0.735136852490399
8698,NCT00251095,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,others,-1.0227509021971464,1.663304147003489
8699,NCT00443651,ClCCN(CCCl)P1(=O)NCCCO1,Diseases of the musculoskeletal system and connective tissue,-1.098500051706053,-1.981432611503475
8700,NCT00361582,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,Diseases of the musculoskeletal system and connective tissue,-0.9782102437816267,-0.619512574355321
8701,NCT00458276,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=NC=C(C=C2)C(C)C)N=C(N=C1OCCO)C1=CC(=NC=C1)C1=NNN=N1,Diseases of the circulatory system,-1.2237412052457366,0.5826679611311778
8702,NCT01857583,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,"Pregnancy, childbirth and the puerperium",-0.7524205600754724,0.380004259753769
8703,NCT02658188,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1,Diseases of the nervous system,-1.0081159851750616,-0.48640203408337535
8704,NCT00430742,C[C@H](NC(=O)C(C)(C)OC1=CC=C(C=N1)C(F)(F)F)[C@@H](CC1=CC=C(Cl)C=C1)C1=CC=CC(=C1)C#N,"Endocrine, nutritional and metabolic diseases",-0.6996239954518922,-0.23488515895176587
8705,NCT01170663,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Neoplasms,5.463519278873624,-0.21983167166465592
8706,NCT00410410,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Diseases of the digestive system,0.29769738441309923,1.5437151604170485
8707,NCT00211133,OC(=O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,-0.651912546717458,-0.47369385951252185
8708,NCT00211692,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Certain infectious and parasitic diseases,-0.8089934079989703,-0.6533410864601972
8709,NCT01691508,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the respiratory system,5.463519278873624,-0.21983167166465592
8710,NCT00227305,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,Mental and behavioural disorders,-0.43943548501652063,-0.030695702261890532
8711,NCT00452166,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,Diseases of the circulatory system,-0.9328678899676968,-0.28720157577492056
8712,NCT01104766,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,Mental and behavioural disorders,-0.37246574252903175,0.2593994841633006
8713,NCT00052910,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Diseases of the digestive system,-0.3288316544642889,7.376610360978347
8714,NCT01200212,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,others,-1.3656877220925259,0.35254019265794617
8715,NCT01038739,NC1=CC(C(O)=O)=C(O)C=C1,Diseases of the digestive system,-1.0155245235571073,-0.8081420057198926
8716,NCT00737568,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,Certain infectious and parasitic diseases,-1.291700282834792,-0.512382805688466
8717,NCT00395070,CN(C)\N=N\C1=C(N=CN1)C(N)=O,Neoplasms,-1.2355251288909848,-0.8759251075526439
8718,NCT00391534,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,Diseases of the nervous system,-0.3620304998707642,-0.17186037240939828
8719,NCT01183442,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,Diseases of the circulatory system,-0.7893167329184547,-0.1253144465086698
8720,NCT00253968,CN(C)CCO\N=C(\C=C\C1=CC=C(O)C=C1)/C1=CC=CC=C1F,External causes of morbidity and mortality,-1.0714460126569607,-0.4593211934348393
8721,NCT01857063,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Diseases of the respiratory system,-1.1535913926087473,1.1697701143353882
8722,NCT01309828,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,Other,-0.7071495140427705,0.5212850072643677
8723,NCT01257334,[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1,"Endocrine, nutritional and metabolic diseases",-0.6153205660073158,-0.29622736593926297
8724,NCT00389870,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,Neoplasms,-0.5504387324806888,0.14380113751066625
8725,NCT00628043,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,5.463519278873624,-0.21983167166465592
8726,NCT00415519,CC1=NN(C(=O)C1)C1=CC=CC=C1,Diseases of the nervous system,-0.46184504285578887,-0.411751814313975
8727,NCT00720265,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,Diseases of the genitourinary system,-0.7548447390481323,1.511738094732054
8728,NCT00406367,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the nervous system,5.463519278873624,-0.21983167166465592
8729,NCT00113399,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,others,-0.3288316544642889,7.376610360978347
8730,NCT01644474,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,"Endocrine, nutritional and metabolic diseases",-0.21939230437089272,-0.12754439881770716
8731,NCT00321672,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,Diseases of the genitourinary system,-1.4226173927040695,0.22623915915656184
8732,NCT00004011,N[C@@H](CCCNC(N)=N)C(O)=O,others,-1.1721690204145794,-1.3030337442824906
8733,NCT01172145,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",-0.8554001734240706,-0.5450955214199832
8734,NCT01663532,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,Mental and behavioural disorders,-0.18272899111917096,0.3043651942329615
8735,NCT00653952,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,Neoplasms,-0.383866308401845,1.605677730920875
8736,NCT00002961,ClCCN(CCCl)P1(=O)NCCCO1,others,-1.098500051706053,-1.981432611503475
8737,NCT00372567,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,others,-1.3037304121841218,0.027541305911763375
8738,NCT01508702,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,Diseases of the musculoskeletal system and connective tissue,-0.6030029885150878,0.18260467069618533
8739,NCT00440050,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,Diseases of the nervous system,-1.0962356516234646,-0.9456916319067479
8740,NCT00135941,[Na+].[Na+].[O-]P([O-])(F)=O,Certain conditions originating in the perinatal period,-1.138879934218746,-1.580748872962933
8741,NCT00091715,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,Diseases of the circulatory system,-1.1867420290773352,0.1922857049041351
8742,NCT00652483,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,Diseases of the eye and adnexia,-1.0237273309624422,-1.0025409951803241
8743,NCT00464269,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,Diseases of the nervous system,-0.6057596694950179,-0.07960443807179661
8744,NCT00116935,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,others,-0.7625131610612504,0.18557961807245518
8745,NCT00333034,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,Diseases of the skin and subcutaneous tissue,-1.1827456676070642,-1.2331828734390153
8746,NCT00465088,OC(=O)C1=CN=CC=C1,"Endocrine, nutritional and metabolic diseases",-1.1624417144276569,-0.7371682552915142
8747,NCT00532493,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,Diseases of the nervous system,-0.48575356102524486,0.7414207125126695
8748,NCT00300196,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the nervous system,5.463519278873624,-0.21983167166465592
8749,NCT00560924,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,"Endocrine, nutritional and metabolic diseases",-0.8656981306498135,-0.1552367582809977
8750,NCT00476996,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Diseases of the musculoskeletal system and connective tissue,-1.478628306757487,-0.6783107298066143
8751,NCT00397033,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,Mental and behavioural disorders,0.09445729448851245,0.3425748112900066
8752,NCT00156117,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,Mental and behavioural disorders,-0.36133543266402274,0.22748874391436327
8753,NCT00034944,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Mental and behavioural disorders,-0.011679016068686026,0.250229918255355
8754,NCT01126541,ClCCN(CCCl)P1(=O)NCCCO1,Diseases of the musculoskeletal system and connective tissue,-1.098500051706053,-1.981432611503475
8755,NCT00621140,[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1,"Endocrine, nutritional and metabolic diseases",-0.6153205660073158,-0.29622736593926297
8756,NCT00129519,CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,Neoplasms,-0.7167014406759908,-0.27765008429098537
8757,NCT01488071,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,Mental and behavioural disorders,-0.20546086543297165,-0.25428281970162814
8758,NCT00010153,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],others,-0.9194050485189921,0.09630476463898632
8759,NCT00002976,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Diseases of the genitourinary system,-0.8656981306498135,-0.1552367582809977
8760,NCT00105937,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Diseases of the genitourinary system,-1.1535913926087473,1.1697701143353882
8761,NCT00309699,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Mental and behavioural disorders,5.463519278873624,-0.21983167166465592
8762,NCT00673478,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,Diseases of the respiratory system,-0.5817442724116977,-0.22842356179776607
8763,NCT00406653,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Diseases of the digestive system,0.29769738441309923,1.5437151604170485
8764,NCT00314249,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.463519278873624,-0.21983167166465592
8765,NCT01009593,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,Neoplasms,-1.628375659939232,-0.49884344537761477
8766,NCT01861522,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,-0.5661055659754176,0.2652376937285285
8767,NCT00296504,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,Factors influencing health status and contact with health services,-0.7676812146532511,0.43362960371064724
8768,NCT00517192,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,Factors influencing health status and contact with health services,-0.9013518633113088,0.18178955514945375
8769,NCT00248157,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,Diseases of the eye and adnexia,-0.4560450882286823,0.8077739392630807
8770,NCT00350779,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,"Endocrine, nutritional and metabolic diseases",-0.6321001770434294,-0.24930193445213952
8771,NCT00493896,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,"Pregnancy, childbirth and the puerperium",-1.3680982511853195,-0.4152573583481376
8772,NCT01248780,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.4635192788736235,-0.21983167166465592
8773,NCT00552097,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,Diseases of the circulatory system,-0.7487926375770282,-0.36279026453615126
8774,NCT00107263,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,others,-0.3910328940605715,-1.2129030279843285
8775,NCT00099177,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,Diseases of the genitourinary system,-1.293578419098326,-1.15781882647465
8776,NCT00280059,NCC1(CC(O)=O)CCCCC1,Diseases of the nervous system,-0.8407132840034549,-0.8771576428968704
8777,NCT00093015,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the circulatory system,5.463519278873624,-0.21983167166465592
8778,NCT00363896,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,Diseases of the nervous system,-0.6986709621424383,0.06592172525015767
8779,NCT00314184,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,Mental and behavioural disorders,-0.43943548501652063,-0.030695702261890532
8780,NCT01135212,CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,Diseases of the circulatory system,-0.6159551131267847,-0.17549393633600058
8781,NCT00506285,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,Mental and behavioural disorders,-0.5834972364509068,0.4053547196315966
8782,NCT00085631,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Diseases of the musculoskeletal system and connective tissue,-0.3288316544642889,7.376610360978347
8783,NCT00273338,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,others,-0.8381372840045105,-0.14229337365074918
8784,NCT00137735,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1,Diseases of the nervous system,-1.0081159851750616,-0.48640203408337535
